autor;partido;ano;mês;pork;pork1;pork2;pork3;coalizao;constituency;cabeca;cmo;apoio;anos;ideologia1;ideologia2
PEDRO UCZAI;PT;2017;6;263.882,71;9.327,33;90.118,60;57.149,12;0;0,046374902;0;0;0,25;8;4,2333;1,96
PEDRO UCZAI;PT;2017;7;2.737.433,99;263.882,71;9.327,33;90.118,60;0;0,046374902;0;0;0,158132729;8;4,2333;1,96
PEDRO UCZAI;PT;2017;8;3.222,20;2.737.433,99;263.882,71;9.327,33;0;0,046374902;0;0;0,111111111;8;4,2333;1,96
PEDRO UCZAI;PT;2017;9;400.182,61;3.222,20;2.737.433,99;263.882,71;0;0,046374902;0;0;0,4375;8;4,2333;1,96
PEDRO UCZAI;PT;2017;10;513.796,66;400.182,61;3.222,20;2.737.433,99;0;0,046374902;0;0;0,166666667;8;4,2333;1,96
PEDRO UCZAI;PT;2017;11;256.433,28;513.796,66;400.182,61;3.222,20;0;0,046374902;0;0;0,4;8;4,2333;1,96
PEDRO UCZAI;PT;2017;12;213.209,43;256.433,28;513.796,66;400.182,61;0;0,046374902;0;0;0,444444444;8;4,2333;1,96
PEDRO UCZAI;PT;2018;1;0;213.209,43;256.433,28;513.796,66;0;0,046374902;0;0;0,158132729;8;4,2333;1,96
PEDRO UCZAI;PT;2018;2;9.148,93;0;213.209,43;256.433,28;0;0,046374902;0;0;0,166666667;8;4,2333;1,96
PEDRO UCZAI;PT;2018;3;11.613,05;9.148,93;0;213.209,43;0;0,046374902;0;0;0;8;4,2333;1,96
PEDRO UCZAI;PT;2018;4;152.630,42;11.613,05;9.148,93;0;0;0,046374902;0;0;0;8;4,2333;1,96
PEDRO UCZAI;PT;2018;5;125.859,39;152.630,42;11.613,05;9.148,93;0;0,046374902;0;0;0;8;4,2333;1,96
PEDRO UCZAI;PT;2018;6;198.869,25;125.859,39;152.630,42;11.613,05;0;0,046374902;0;0;0,666666667;8;4,2333;1,96
PEDRO VILELA;PSDB;2016;6;0;0;0;0;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;7;0;0;0;0;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;8;0;0;0;0;1;0,007180314;0;0;0,909090909;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;9;0;0;0;0;1;0,007180314;0;0;0,869976195;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;10;0;0;0;0;1;0,007180314;0;0;0,966666667;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;11;0;0;0;0;1;0,007180314;0;0;0,666666667;4;0,9166;0,48
PEDRO VILELA;PSDB;2016;12;2.150.337,93;0;0;0;1;0,007180314;0;0;0,9;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;1;0;2.150.337,93;0;0;1;0,007180314;0;0;0,869976195;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;2;0;0;2.150.337,93;0;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;3;260.230,35;0;0;2.150.337,93;1;0,007180314;0;0;0,888888889;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;4;0;260.230,35;0;0;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;5;488.639,83;0;260.230,35;0;1;0,007180314;0;0;0,956521739;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;6;0;488.639,83;0;260.230,35;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;7;0;0;488.639,83;0;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;8;945.906,20;0;0;488.639,83;1;0,007180314;0;0;0,9;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;9;0;945.906,20;0;0;1;0,007180314;0;0;0,6875;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;10;0;0;945.906,20;0;1;0,007180314;0;0;0,636363636;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;11;0;0;0;945.906,20;1;0,007180314;0;0;1;4;0,9166;0,48
PEDRO VILELA;PSDB;2017;12;0;0;0;0;1;0,007180314;0;0;0,9;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;1;0;0;0;0;1;0,007180314;0;0;0,869976195;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;2;11.561,83;0;0;0;1;0,007180314;0;0;0,833333333;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;3;4.188.631,09;11.561,83;0;0;1;0,007180314;0;0;0,666666667;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;4;0;4.188.631,09;11.561,83;0;1;0,007180314;0;0;0,95;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;5;255.967,85;0;4.188.631,09;11.561,83;1;0,007180314;0;0;0,944444444;4;0,9166;0,48
PEDRO VILELA;PSDB;2018;6;252.782,76;255.967,85;0;4.188.631,09;1;0,007180314;0;0;0,333333333;4;0,9166;0,48
PENNA;PV;2016;6;330.042,22;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;7;3.169.532,91;330.042,22;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;8;355.479,37;3.169.532,91;330.042,22;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;9;0;355.479,37;3.169.532,91;330.042,22;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;10;47.272,98;0;355.479,37;3.169.532,91;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;11;0;47.272,98;0;355.479,37;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2016;12;133.928,79;0;47.272,98;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;1;0;133.928,79;0;47.272,98;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;2;0;0;133.928,79;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;3;0;0;0;133.928,79;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;4;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;5;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;6;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;7;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;8;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;9;7.701,97;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;10;131.032,78;7.701,97;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;11;0;131.032,78;7.701,97;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2017;12;0;0;131.032,78;7.701,97;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;1;0;0;0;131.032,78;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;2;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;3;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;4;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;5;0;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PENNA;PV;2018;6;589,87;0;0;0;0;0,002404752;0;0;0,797780959;8;1,4583;0,08
PEPE VARGAS;PT;2016;6;0;0;274.873,63;0;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2016;7;0;0;0;274.873,63;0;0,334995934;0;0;0,2;12;4,2333;1,96
PEPE VARGAS;PT;2016;8;323.045,60;0;0;0;0;0,334995934;0;0;0,2;12;4,2333;1,96
PEPE VARGAS;PT;2016;9;322.787,33;323.045,60;0;0;0;0,334995934;0;0;0,198620423;12;4,2333;1,96
PEPE VARGAS;PT;2016;10;0;322.787,33;323.045,60;0;0;0,334995934;0;0;0,0625;12;4,2333;1,96
PEPE VARGAS;PT;2016;11;0;0;322.787,33;323.045,60;0;0,334995934;0;0;0,444444444;12;4,2333;1,96
PEPE VARGAS;PT;2016;12;1.572.012,55;0;0;322.787,33;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2017;1;0;1.572.012,55;0;0;0;0,334995934;0;0;0,198620423;12;4,2333;1,96
PEPE VARGAS;PT;2017;2;0;0;1.572.012,55;0;0;0,334995934;0;0;0,25;12;4,2333;1,96
PEPE VARGAS;PT;2017;3;0;0;0;1.572.012,55;0;0,334995934;0;0;0,111111111;12;4,2333;1,96
PEPE VARGAS;PT;2017;4;0;0;0;0;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2017;5;15.591,19;0;0;0;0;0,334995934;0;0;0,130434783;12;4,2333;1,96
PEPE VARGAS;PT;2017;6;527.744,31;15.591,19;0;0;0;0,334995934;0;0;0,25;12;4,2333;1,96
PEPE VARGAS;PT;2017;7;3.968.263,82;527.744,31;15.591,19;0;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2017;8;11.587,35;3.968.263,82;527.744,31;15.591,19;0;0,334995934;0;0;0,111111111;12;4,2333;1,96
PEPE VARGAS;PT;2017;9;514.853,29;11.587,35;3.968.263,82;527.744,31;0;0,334995934;0;0;0,473684211;12;4,2333;1,96
PEPE VARGAS;PT;2017;10;1.490.903,64;514.853,29;11.587,35;3.968.263,82;0;0,334995934;0;0;0,181818182;12;4,2333;1,96
PEPE VARGAS;PT;2017;11;76.197,79;1.490.903,64;514.853,29;11.587,35;0;0,334995934;0;0;0,454545455;12;4,2333;1,96
PEPE VARGAS;PT;2017;12;50.575,97;76.197,79;1.490.903,64;514.853,29;0;0,334995934;0;0;0,6;12;4,2333;1,96
PEPE VARGAS;PT;2018;1;0;50.575,97;76.197,79;1.490.903,64;0;0,334995934;0;0;0,198620423;12;4,2333;1,96
PEPE VARGAS;PT;2018;2;0;0;50.575,97;76.197,79;0;0,334995934;0;0;0,166666667;12;4,2333;1,96
PEPE VARGAS;PT;2018;3;126.640,84;0;0;50.575,97;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2018;4;12.849,59;126.640,84;0;0;0;0,334995934;0;0;0,066666667;12;4,2333;1,96
PEPE VARGAS;PT;2018;5;74.870,60;12.849,59;126.640,84;0;0;0,334995934;0;0;0;12;4,2333;1,96
PEPE VARGAS;PT;2018;6;198.869,25;74.870,60;12.849,59;126.640,84;0;0,334995934;0;0;0,666666667;12;4,2333;1,96
PERPÉTUA ALMEIDA;PCdoB;2016;6;35.974,84;0;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;7;343.718,68;35.974,84;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;8;0;343.718,68;35.974,84;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;9;0;0;343.718,68;35.974,84;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;10;9.175,27;0;0;343.718,68;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;11;0;9.175,27;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2016;12;13.243,62;0;9.175,27;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;1;0;13.243,62;0;9.175,27;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;2;0;0;13.243,62;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;3;0;0;0;13.243,62;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;4;0;0;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;5;592.159,86;0;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;6;0;592.159,86;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;7;0;0;592.159,86;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;8;337.071,19;0;0;592.159,86;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;9;256.875,75;337.071,19;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;10;138.308,17;256.875,75;337.071,19;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;11;0;138.308,17;256.875,75;337.071,19;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2017;12;470.042,84;0;138.308,17;256.875,75;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;1;0;470.042,84;0;138.308,17;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;2;0;0;470.042,84;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;3;0;0;0;470.042,84;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;4;728.417,73;0;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;5;0;728.417,73;0;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PERPÉTUA ALMEIDA;PCdoB;2018;6;0;0;728.417,73;0;0;0,0388461;0;0;0,184842721;13;4,1333;3,15
PINTO ITAMARATY;PSDB;2016;6;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;7;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;8;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;9;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;10;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;11;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2016;12;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;1;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;2;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;3;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;4;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;5;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;6;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;7;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;8;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;9;0;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;10;732.374,55;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;11;0;732.374,55;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2017;12;16.352,73;0;732.374,55;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;1;0;16.352,73;0;732.374,55;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;2;0;0;16.352,73;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;3;0;0;0;16.352,73;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;4;1.080.719,04;0;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;5;0;1.080.719,04;0;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
PINTO ITAMARATY;PSDB;2018;6;0;0;1.080.719,04;0;1;0,010328665;0;0;0,881021696;8;0,9166;0,48
POLICARPO;PT;2016;6;437.117,27;0;134.776,04;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;7;344.725,97;437.117,27;0;134.776,04;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;8;0;344.725,97;437.117,27;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;9;486.618,70;0;344.725,97;437.117,27;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;10;97.730,81;486.618,70;0;344.725,97;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;11;682.873,68;97.730,81;486.618,70;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2016;12;1.851.527,03;682.873,68;97.730,81;486.618,70;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;1;0;1.851.527,03;682.873,68;97.730,81;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;2;0;0;1.851.527,03;682.873,68;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;3;0;0;0;1.851.527,03;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;4;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;5;175.517,19;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;6;0;175.517,19;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;7;0;0;175.517,19;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;8;0;0;0;175.517,19;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;9;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;10;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;11;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2017;12;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;1;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;2;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;3;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;4;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;5;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POLICARPO;PT;2018;6;0;0;0;0;0;0;0;0;0,210748274;4;4,2333;1,96
POMPEO DE MATTOS;PDT;2016;6;0;0;0;0;0;0,003821052;0;0;0,333333333;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;7;0;0;0;0;0;0,003821052;0;0;0,6;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;8;0;0;0;0;0;0,003821052;0;0;0,3;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;9;0;0;0;0;0;0,003821052;0;0;0,404954578;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;10;0;0;0;0;0;0,003821052;0;0;0,333333333;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;11;0;0;0;0;0;0,003821052;0;0;0,777777778;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2016;12;1.569.678,90;0;0;0;0;0,003821052;0;0;0,2;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;1;0;1.569.678,90;0;0;0;0,003821052;0;0;0,404954578;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;2;0;0;1.569.678,90;0;0;0,003821052;0;0;0,5;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;3;52.235,42;0;0;1.569.678,90;0;0,003821052;0;0;0,4;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;4;0;52.235,42;0;0;0;0,003821052;0;0;0;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;5;105.310,31;0;52.235,42;0;0;0,003821052;0;0;0,75;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;6;565.658,98;105.310,31;0;52.235,42;0;0,003821052;0;0;0,25;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;7;2.314.363,87;565.658,98;105.310,31;0;0;0,003821052;0;0;0;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;8;888.994,18;2.314.363,87;565.658,98;105.310,31;0;0,003821052;0;0;0,142857143;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;9;333.607,93;888.994,18;2.314.363,87;565.658,98;0;0,003821052;0;0;0,5;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;10;37.565,57;333.607,93;888.994,18;2.314.363,87;0;0,003821052;0;0;0,25;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;11;229.249,86;37.565,57;333.607,93;888.994,18;0;0,003821052;0;0;0,571428571;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2017;12;375.492,19;229.249,86;37.565,57;333.607,93;0;0,003821052;0;0;0,714285714;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;1;0;375.492,19;229.249,86;37.565,57;0;0,003821052;0;0;0,404954578;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;2;100.537,65;0;375.492,19;229.249,86;0;0,003821052;0;0;0,5;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;3;413.477,07;100.537,65;0;375.492,19;0;0,003821052;0;0;0,666666667;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;4;570.185,58;413.477,07;100.537,65;0;0;0,003821052;0;0;0,4375;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;5;321.194,86;570.185,58;413.477,07;100.537,65;0;0,003821052;0;0;0,181818182;16;1,4583;0,08
POMPEO DE MATTOS;PDT;2018;6;98.585,27;321.194,86;570.185,58;413.477,07;0;0,003821052;0;0;0,5;16;1,4583;0,08
PR. MARCO FELICIANO;PSC;2016;6;2.282.646,34;0;0;0;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;7;0;2.282.646,34;0;0;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;8;107.681,87;0;2.282.646,34;0;0;0,000167247;0;0;0,866666667;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;9;0;107.681,87;0;2.282.646,34;0;0,000167247;0;0;0,855925325;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;10;51.726,62;0;107.681,87;0;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;11;1.082.545,98;51.726,62;0;107.681,87;0;0,000167247;0;0;0,857142857;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2016;12;7.835,10;1.082.545,98;51.726,62;0;0;0,000167247;0;0;0,833333333;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;1;0;7.835,10;1.082.545,98;51.726,62;0;0,000167247;0;0;0,855925325;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;2;0;0;7.835,10;1.082.545,98;0;0,000167247;0;0;0,75;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;3;1.724.269,35;0;0;7.835,10;0;0,000167247;0;0;0,666666667;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;4;0;1.724.269,35;0;0;0;0,000167247;0;0;0,8;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;5;1.609.052,00;0;1.724.269,35;0;0;0,000167247;0;0;0,958333333;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;6;1.739.196,05;1.609.052,00;0;1.724.269,35;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;7;0;1.739.196,05;1.609.052,00;0;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;8;0;0;1.739.196,05;1.609.052,00;0;0,000167247;0;0;0,8125;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;9;27.541,47;0;0;1.739.196,05;0;0,000167247;0;0;0,75;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;10;178.736,87;27.541,47;0;0;0;0,000167247;0;0;0,333333333;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;11;396.669,31;178.736,87;27.541,47;0;0;0,000167247;0;0;1;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2017;12;135.143,36;396.669,31;178.736,87;27.541,47;0;0,000167247;0;0;0,9;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2018;1;0;135.143,36;396.669,31;178.736,87;0;0,000167247;0;0;0,855925325;8;1,8333;1,42
PR. MARCO FELICIANO;PSC;2018;2;0;0;135.143,36;396.669,31;0;0,000167247;0;0;0,5;8;1,8333;1,42
PR. MARCO FELICIANO;PODE;2018;3;614.542,04;0;0;135.143,36;0;0,000167247;0;0;1;8;0,1666;0,42
PR. MARCO FELICIANO;PODE;2018;4;226.916,07;614.542,04;0;0;0;0,000167247;0;0;0,85;8;0,1666;0,42
PR. MARCO FELICIANO;PODE;2018;5;7.381,58;226.916,07;614.542,04;0;0;0,000167247;0;0;0,952380952;8;0,1666;0,42
PR. MARCO FELICIANO;PODE;2018;6;523.995,86;7.381,58;226.916,07;614.542,04;0;0,000167247;0;0;1;8;0,1666;0,42
PROFESSOR SETIMO;PMDB;2016;6;149.414,99;0;0;0;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;7;968.822,42;149.414,99;0;0;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;8;0;968.822,42;149.414,99;0;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;9;0;0;968.822,42;149.414,99;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;10;540.303,64;0;0;968.822,42;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;11;758.654,44;540.303,64;0;0;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2016;12;653.746,83;758.654,44;540.303,64;0;1;0,11724693;0;0;0,898035225;8;0;0
PROFESSOR SETIMO;PMDB;2017;1;0;653.746,83;758.654,44;540.303,64;1;0,11724693;0;0;0,898035225;8;0;0
